与えた重要度,0.210000,0.250000,0.170000,0.230000,0.140000,0.220000,0.100000,0.200000,0.070000,0.190000,0.040000,0.180000,1.000000,

実行回数,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],区間幅の総和
938,0.080998, 0.256494,0.060135, 0.270608,0.076325, 0.330743,0.060135, 0.296528,0.040499, 0.268728,0.020671, 0.238135,1.322472
939,0.123818, 0.330181,0.123818, 0.350817,0.082545, 0.261393,0.041273, 0.185727,0.041273, 0.208942,0.041273, 0.208942,1.092003
940,0.140598, 0.316344,0.085921, 0.257762,0.140598, 0.316344,0.042960, 0.193322,0.070299, 0.246046,0.035149, 0.154657,0.968951
941,0.123206, 0.303453,0.097538, 0.256038,0.055736, 0.250813,0.078031, 0.286113,0.041069, 0.246413,0.041069, 0.220522,1.126702
942,0.104173, 0.260432,0.166677, 0.305574,0.166677, 0.305574,0.083338, 0.172424,0.055559, 0.172424,0.034724, 0.172424,0.777705
943,0.153738, 0.315163,0.153738, 0.264771,0.153738, 0.320288,0.076869, 0.185055,0.038435, 0.175315,0.025623, 0.137266,0.795718
944,0.155523, 0.272165,0.155523, 0.298085,0.149541, 0.269573,0.074771, 0.220324,0.051841, 0.163708,0.038881, 0.150066,0.747842
945,0.139795, 0.349487,0.109839, 0.311210,0.085430, 0.270529,0.054919, 0.230662,0.042715, 0.216245,0.018306, 0.170861,1.097989
946,0.088533, 0.324621,0.106239, 0.348229,0.056661, 0.278583,0.037943, 0.236088,0.018887, 0.227656,0.023609, 0.252951,1.336256
947,0.097654, 0.322258,0.146481, 0.314934,0.073240, 0.268548,0.048827, 0.263665,0.036620, 0.198180,0.014648, 0.214945,1.165059
948,0.134789, 0.343712,0.082371, 0.267706,0.134789, 0.343712,0.067394, 0.242620,0.033697, 0.163875,0.020593, 0.164742,1.052733
949,0.136297, 0.329384,0.136297, 0.340742,0.083293, 0.229054,0.068148, 0.272594,0.045432, 0.180946,0.022716, 0.155096,1.015634
950,0.170157, 0.297774,0.125115, 0.200184,0.170157, 0.297774,0.085078, 0.179112,0.085078, 0.212696,0.042539, 0.134334,0.643751
951,0.122616, 0.311650,0.122616, 0.311650,0.061308, 0.275376,0.061308, 0.252896,0.040872, 0.236037,0.015327, 0.188343,1.151903
952,0.162605, 0.292689,0.162605, 0.352311,0.081303, 0.207773,0.040651, 0.179198,0.040651, 0.200865,0.054202, 0.225146,0.915965
953,0.119523, 0.239046,0.185925, 0.356356,0.092962, 0.200450,0.092962, 0.216912,0.046481, 0.180456,0.059761, 0.209165,0.804770
954,0.115108, 0.268585,0.115108, 0.326139,0.115108, 0.306954,0.057554, 0.230216,0.038369, 0.194245,0.038369, 0.194245,1.040767
955,0.125269, 0.288119,0.093952, 0.250538,0.075161, 0.270581,0.062634, 0.250538,0.075161, 0.270581,0.025054, 0.212413,1.085537
956,0.133217, 0.328602,0.133217, 0.299738,0.057093, 0.194116,0.133217, 0.328602,0.044406, 0.171279,0.026643, 0.149869,0.944414
957,0.154793, 0.297977,0.101583, 0.243799,0.090296, 0.255839,0.055409, 0.270888,0.060197, 0.203166,0.033861, 0.232190,1.007720
958,0.142115, 0.297151,0.112712, 0.262660,0.090796, 0.257255,0.090796, 0.272388,0.035529, 0.213173,0.028178, 0.197246,0.999747
959,0.073479, 0.289016,0.108857, 0.349250,0.090115, 0.270346,0.066799, 0.262742,0.044532, 0.225028,0.026719, 0.193117,1.178997
960,0.170157, 0.297774,0.125115, 0.200184,0.170157, 0.297774,0.085078, 0.179112,0.085078, 0.212696,0.042539, 0.134334,0.643751
961,0.116901, 0.340961,0.101314, 0.270171,0.075986, 0.265949,0.075986, 0.270171,0.026662, 0.173390,0.029225, 0.253285,1.147854
962,0.157111, 0.261851,0.157111, 0.261851,0.157111, 0.235666,0.119187, 0.178781,0.052370, 0.157111,0.078555, 0.183296,0.557111
963,0.181812, 0.340898,0.116879, 0.243499,0.090906, 0.280294,0.090906, 0.213061,0.060604, 0.201392,0.022727, 0.157020,0.872330
964,0.094947, 0.267661,0.138105, 0.340660,0.084398, 0.281326,0.069053, 0.297502,0.028133, 0.182299,0.018989, 0.196928,1.132750
965,0.092478, 0.277434,0.138717, 0.346793,0.083230, 0.249691,0.069359, 0.226992,0.046239, 0.195836,0.046239, 0.226992,1.047475
966,0.153165, 0.344621,0.073253, 0.238071,0.093601, 0.280802,0.076582, 0.238682,0.046800, 0.188815,0.038291, 0.227316,1.036615
967,0.136682, 0.387266,0.046984, 0.250584,0.068341, 0.233878,0.055685, 0.250584,0.055685, 0.303592,0.022780, 0.187938,1.227683
968,0.169707, 0.318201,0.116920, 0.237413,0.116920, 0.305941,0.067940, 0.221938,0.045293, 0.181551,0.027176, 0.190998,0.912085
969,0.131974, 0.296941,0.131974, 0.296941,0.079184, 0.237552,0.131974, 0.296941,0.039592, 0.179964,0.032993, 0.143971,0.904619
970,0.145258, 0.363145,0.145258, 0.370710,0.072629, 0.221580,0.044018, 0.186228,0.036314, 0.231455,0.022009, 0.161398,1.069029
971,0.092479, 0.315971,0.126108, 0.367815,0.063054, 0.284374,0.040800, 0.217598,0.023120, 0.215253,0.026677, 0.226752,1.255525
972,0.249424, 0.405314,0.072749, 0.181871,0.124712, 0.259816,0.096998, 0.213396,0.062356, 0.167881,0.031178, 0.134305,0.725168
973,0.111576, 0.292887,0.111576, 0.306834,0.078103, 0.273361,0.071003, 0.227209,0.065086, 0.248510,0.027894, 0.185960,1.069524
974,0.155767, 0.319323,0.155767, 0.259612,0.155767, 0.319323,0.077884, 0.181729,0.038942, 0.172164,0.031153, 0.132568,0.769438
975,0.136132, 0.333524,0.077339, 0.220968,0.061259, 0.231012,0.061259, 0.285878,0.045377, 0.247761,0.036302, 0.263189,1.164662
976,0.141301, 0.335590,0.141301, 0.270827,0.086351, 0.237464,0.070651, 0.259052,0.070651, 0.213718,0.017663, 0.155431,0.944166
977,0.112792, 0.286106,0.081461, 0.305478,0.073315, 0.274930,0.056396, 0.274930,0.056396, 0.281980,0.017882, 0.178333,1.203518
978,0.133556, 0.300501,0.133556, 0.300501,0.133556, 0.300501,0.033389, 0.146912,0.066778, 0.200334,0.066778, 0.183639,0.864775
979,0.113098, 0.301595,0.173997, 0.376994,0.086999, 0.260996,0.029000, 0.188497,0.029000, 0.160851,0.037699, 0.241276,1.060416
980,0.123240, 0.283453,0.120725, 0.311873,0.120725, 0.324906,0.067222, 0.216903,0.044815, 0.173386,0.024648, 0.188104,0.997250
981,0.131089, 0.319778,0.120602, 0.268005,0.068524, 0.251254,0.065545, 0.229406,0.051984, 0.259918,0.022841, 0.211054,1.078830
982,0.131996, 0.325591,0.131996, 0.347991,0.087998, 0.271326,0.056570, 0.186681,0.043999, 0.185705,0.021999, 0.208148,1.050883
983,0.107280, 0.286080,0.062191, 0.317867,0.067050, 0.262240,0.062191, 0.286080,0.041461, 0.279375,0.023840, 0.204343,1.271972
984,0.115725, 0.324031,0.101260, 0.263275,0.090008, 0.225021,0.073643, 0.265116,0.073643, 0.265116,0.023145, 0.180017,1.045150
985,0.159517, 0.398792,0.079758, 0.274407,0.079758, 0.254230,0.039879, 0.225982,0.026586, 0.203384,0.026586, 0.231118,1.175829
986,0.139624, 0.345570,0.076793, 0.213315,0.088608, 0.345570,0.044304, 0.232707,0.069812, 0.213315,0.038397, 0.191984,1.084923
987,0.190333, 0.306647,0.133747, 0.300931,0.095166, 0.215159,0.033437, 0.201985,0.044582, 0.253777,0.044582, 0.179654,0.916305
988,0.142241, 0.308190,0.106681, 0.232759,0.094828, 0.237069,0.071121, 0.284483,0.035560, 0.155172,0.094828, 0.237069,0.909483
989,0.144954, 0.314067,0.144954, 0.314067,0.144954, 0.289908,0.041960, 0.167841,0.041960, 0.195815,0.048318, 0.151202,0.865799
990,0.112246, 0.283569,0.084793, 0.285292,0.084793, 0.332105,0.055441, 0.258726,0.035446, 0.201635,0.028264, 0.237690,1.198034
991,0.101923, 0.280287,0.101923, 0.280287,0.135897, 0.305768,0.074126, 0.203845,0.067948, 0.259439,0.025481, 0.163076,0.985407
992,0.097927, 0.334583,0.069465, 0.246988,0.078341, 0.268392,0.078341, 0.300309,0.032642, 0.276896,0.020261, 0.195854,1.246044
993,0.077543, 0.271400,0.096929, 0.339250,0.070494, 0.299598,0.070494, 0.270225,0.046996, 0.230206,0.017623, 0.209243,1.239844
994,0.115794, 0.247028,0.162112, 0.297205,0.085322, 0.225156,0.067547, 0.225156,0.040528, 0.213305,0.067547, 0.253300,0.922300
995,0.167497, 0.355931,0.098130, 0.237591,0.126495, 0.271965,0.041874, 0.225567,0.055832, 0.193743,0.020937, 0.204437,0.978468
996,0.103918, 0.207837,0.166270, 0.326997,0.166270, 0.326997,0.083135, 0.181665,0.055423, 0.194937,0.033254, 0.153298,0.783461
997,0.122772, 0.304697,0.088669, 0.277828,0.122772, 0.323299,0.072547, 0.221671,0.051155, 0.187121,0.017734, 0.209735,1.048704
998,0.042481, 0.229399,0.076466, 0.305865,0.127444, 0.378083,0.063722, 0.273425,0.042481, 0.234178,0.025489, 0.200969,1.243834
999,0.130192, 0.299442,0.097644, 0.273404,0.071014, 0.236713,0.065096, 0.255650,0.097644, 0.273404,0.019529, 0.180266,1.037760
1000,0.150943, 0.251572,0.150943, 0.264151,0.150943, 0.226415,0.150943, 0.264151,0.075472, 0.158131,0.037736, 0.118598,0.566038
