与えた重要度,0.210000,0.250000,0.170000,0.230000,0.140000,0.220000,0.100000,0.200000,0.070000,0.190000,0.040000,0.180000,1.000000,

実行回数,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],区間幅の総和
371,0.130564, 0.304650,0.130564, 0.304650,0.130564, 0.304650,0.065282, 0.191494,0.043521, 0.148573,0.043521, 0.201966,0.911965
372,0.135627, 0.316463,0.097298, 0.308109,0.078521, 0.276277,0.039260, 0.200524,0.045209, 0.208545,0.032433, 0.261736,1.143306
373,0.142694, 0.355148,0.117082, 0.263434,0.076103, 0.225491,0.071347, 0.225491,0.047565, 0.214040,0.047565, 0.214040,0.995291
374,0.126031, 0.336082,0.126031, 0.336082,0.075618, 0.252061,0.063015, 0.229147,0.044481, 0.192753,0.029654, 0.189046,1.070339
375,0.150422, 0.388589,0.091924, 0.275773,0.066186, 0.248196,0.037605, 0.198557,0.050141, 0.232684,0.045962, 0.213962,1.115521
376,0.117824, 0.262580,0.095732, 0.303153,0.076586, 0.268051,0.076586, 0.268051,0.031911, 0.196374,0.047866, 0.255286,1.106989
377,0.089051, 0.267152,0.145719, 0.315726,0.145719, 0.267152,0.072860, 0.200364,0.044525, 0.255009,0.036430, 0.160291,0.931390
378,0.099263, 0.220584,0.176467, 0.324860,0.088234, 0.235290,0.088234, 0.281245,0.049631, 0.194114,0.058822, 0.183255,0.878697
379,0.147122, 0.207702,0.182195, 0.288475,0.182195, 0.288475,0.091097, 0.185448,0.091097, 0.182195,0.030366, 0.123632,0.551855
380,0.169521, 0.339041,0.098887, 0.218233,0.084760, 0.271939,0.087900, 0.241724,0.087900, 0.241724,0.021975, 0.136396,0.898116
381,0.139449, 0.291575,0.110598, 0.276823,0.089092, 0.267277,0.089092, 0.252429,0.034862, 0.209174,0.027649, 0.211979,1.018514
382,0.193558, 0.354856,0.193558, 0.354856,0.096779, 0.209688,0.048389, 0.154846,0.048389, 0.172051,0.032260, 0.140769,0.774134
383,0.070283, 0.286987,0.117138, 0.351413,0.058569, 0.241956,0.066936, 0.257703,0.044624, 0.230236,0.017571, 0.256587,1.249762
384,0.156672, 0.352512,0.095744, 0.239360,0.076032, 0.202752,0.078336, 0.274176,0.039168, 0.191488,0.078336, 0.215424,0.951424
385,0.143572, 0.323037,0.143572, 0.311072,0.086143, 0.215358,0.086143, 0.215358,0.071786, 0.195780,0.035893, 0.172286,0.865782
386,0.168849, 0.365840,0.122416, 0.258433,0.066171, 0.225400,0.066171, 0.198244,0.066171, 0.242626,0.027203, 0.192477,0.966040
387,0.085319, 0.284398,0.064636, 0.269998,0.064636, 0.339338,0.047400, 0.281238,0.031600, 0.295624,0.016159, 0.219657,1.380502
388,0.145960, 0.364901,0.091225, 0.296482,0.072980, 0.291920,0.072980, 0.229752,0.036490, 0.182450,0.022806, 0.192053,1.115116
389,0.092374, 0.242482,0.151157, 0.365297,0.092374, 0.246331,0.075579, 0.235554,0.050386, 0.186341,0.037789, 0.224337,1.000681
390,0.077253, 0.234055,0.139056, 0.373391,0.069528, 0.228139,0.069528, 0.266524,0.046352, 0.254045,0.034764, 0.207364,1.127037
391,0.144454, 0.272858,0.144454, 0.356321,0.063560, 0.247884,0.072227, 0.233053,0.031780, 0.243315,0.028891, 0.161203,1.029267
392,0.123422, 0.277700,0.123422, 0.277700,0.123422, 0.277700,0.123422, 0.277700,0.061711, 0.168303,0.030856, 0.134642,0.827489
393,0.100937, 0.344867,0.075289, 0.277990,0.064232, 0.264959,0.064232, 0.306175,0.023552, 0.227108,0.023552, 0.227108,1.296411
394,0.048320, 0.268443,0.123897, 0.371691,0.064426, 0.252337,0.073212, 0.287967,0.048320, 0.246632,0.021475, 0.193279,1.240699
395,0.125917, 0.297623,0.125917, 0.293807,0.068682, 0.188876,0.125917, 0.320517,0.041972, 0.156311,0.041972, 0.212486,0.939241
396,0.127971, 0.266606,0.085314, 0.294333,0.085314, 0.307130,0.063985, 0.251288,0.063985, 0.251288,0.025594, 0.177190,1.095672
397,0.110793, 0.276983,0.149571, 0.336534,0.149571, 0.336534,0.037393, 0.166190,0.049857, 0.219198,0.024928, 0.142448,0.955775
398,0.130913, 0.327283,0.102112, 0.272299,0.088028, 0.220613,0.060781, 0.243124,0.034037, 0.234741,0.065457, 0.220613,1.037344
399,0.118989, 0.317303,0.118989, 0.296766,0.072186, 0.307995,0.063461, 0.258121,0.024062, 0.221071,0.024062, 0.176995,1.156503
400,0.151353, 0.363247,0.124187, 0.300119,0.074132, 0.197685,0.075676, 0.224226,0.050451, 0.239642,0.037838, 0.161443,0.972725
401,0.138608, 0.292232,0.138608, 0.362114,0.060988, 0.190586,0.069304, 0.232939,0.069304, 0.254115,0.019059, 0.172142,1.008258
402,0.148659, 0.329527,0.082588, 0.326912,0.076892, 0.256024,0.037165, 0.212786,0.034412, 0.218716,0.020647, 0.255672,1.199274
403,0.160030, 0.298724,0.085731, 0.237082,0.106687, 0.284499,0.080015, 0.237082,0.044453, 0.237082,0.028577, 0.200038,0.989014
404,0.137458, 0.297826,0.137458, 0.322407,0.085030, 0.322407,0.042515, 0.203291,0.045819, 0.230290,0.023029, 0.152468,1.057379
405,0.092667, 0.262555,0.151636, 0.353818,0.092667, 0.231666,0.075818, 0.222400,0.046333, 0.234562,0.050545, 0.185333,0.980668
406,0.147335, 0.326593,0.113335, 0.291837,0.147335, 0.319226,0.028334, 0.170002,0.036834, 0.201616,0.029467, 0.188087,0.994722
407,0.086583, 0.277065,0.062969, 0.277065,0.076963, 0.307851,0.047770, 0.303040,0.038481, 0.283362,0.023885, 0.214965,1.326698
408,0.134105, 0.268211,0.134105, 0.301737,0.080463, 0.201158,0.134105, 0.301737,0.067053, 0.182871,0.033526, 0.160927,0.833283
409,0.151109, 0.321107,0.087002, 0.232451,0.074768, 0.216685,0.074768, 0.284117,0.058002, 0.256346,0.018889, 0.224756,1.070925
410,0.141439, 0.257161,0.141439, 0.318237,0.094292, 0.220016,0.084863, 0.198014,0.070719, 0.247518,0.056575, 0.169726,0.821344
411,0.112776, 0.253745,0.175429, 0.372786,0.087714, 0.222027,0.087714, 0.245600,0.043857, 0.208967,0.021929, 0.167455,0.941162
412,0.107131, 0.326750,0.089276, 0.276756,0.140962, 0.299480,0.080348, 0.249080,0.026783, 0.177612,0.021426, 0.204395,1.068147
413,0.125460, 0.309469,0.057503, 0.273138,0.066777, 0.276013,0.062730, 0.281124,0.041820, 0.238857,0.022259, 0.244850,1.246901
414,0.137463, 0.274926,0.082478, 0.324020,0.074980, 0.249933,0.068732, 0.240561,0.058913, 0.240561,0.041239, 0.206195,1.072391
415,0.147767, 0.290518,0.099606, 0.282217,0.083005, 0.262849,0.067913, 0.226378,0.033202, 0.249015,0.027668, 0.229860,1.081676
416,0.179655, 0.344338,0.112284, 0.224568,0.105679, 0.264198,0.089827, 0.211359,0.059885, 0.216825,0.030975, 0.160406,0.843389
417,0.154609, 0.252997,0.188242, 0.313736,0.101361, 0.210831,0.094121, 0.236509,0.077305, 0.198362,0.031374, 0.140554,0.705978
418,0.082298, 0.231464,0.134670, 0.342286,0.134670, 0.342286,0.067335, 0.264851,0.044890, 0.185171,0.016834, 0.153245,1.038606
419,0.115688, 0.308501,0.115688, 0.308501,0.115688, 0.308501,0.057844, 0.189308,0.057844, 0.210342,0.038563, 0.173532,0.997371
420,0.151446, 0.338230,0.104570, 0.307436,0.079564, 0.292796,0.025241, 0.195197,0.034857, 0.253956,0.015145, 0.201562,1.178355
421,0.074050, 0.281392,0.074050, 0.302373,0.109704, 0.351968,0.067319, 0.258055,0.044879, 0.226780,0.014810, 0.194620,1.230374
422,0.118004, 0.269723,0.063216, 0.265509,0.119778, 0.339372,0.059889, 0.241372,0.067431, 0.241372,0.033715, 0.180618,1.075932
423,0.132053, 0.297119,0.132053, 0.350623,0.075133, 0.223474,0.066026, 0.212300,0.037567, 0.211284,0.033013, 0.229355,1.048309
424,0.144068, 0.362837,0.085373, 0.211961,0.090395, 0.240113,0.072034, 0.293785,0.051224, 0.221971,0.034149, 0.192090,1.045513
425,0.153179, 0.319123,0.172326, 0.301571,0.107704, 0.224383,0.086163, 0.188282,0.059423, 0.202038,0.026926, 0.158882,0.788558
426,0.157833, 0.294622,0.115744, 0.300935,0.096453, 0.250779,0.083469, 0.225701,0.057872, 0.184698,0.031567, 0.200326,0.914123
427,0.138532, 0.318623,0.072729, 0.267776,0.050351, 0.248398,0.034633, 0.277227,0.033567, 0.286068,0.020140, 0.251955,1.300094
428,0.129163, 0.322908,0.096872, 0.295999,0.071040, 0.255743,0.048993, 0.284159,0.032291, 0.201817,0.024218, 0.236799,1.194847
429,0.101862, 0.271632,0.097012, 0.349382,0.097012, 0.349382,0.024253, 0.194023,0.048506, 0.227977,0.033954, 0.205005,1.194804
430,0.139441, 0.320714,0.139441, 0.313742,0.139441, 0.320714,0.040364, 0.209895,0.040364, 0.168555,0.027888, 0.139441,0.946121
431,0.145341, 0.279055,0.101613, 0.279435,0.101613, 0.287902,0.101613, 0.243447,0.033871, 0.194757,0.025403, 0.205950,0.981094
432,0.163037, 0.342379,0.163037, 0.342379,0.109680, 0.233983,0.036560, 0.177423,0.054346, 0.168524,0.021936, 0.186717,0.902808
433,0.136795, 0.348828,0.136795, 0.348828,0.083597, 0.250791,0.034199, 0.167194,0.068398, 0.233236,0.027359, 0.163979,1.025713
434,0.125917, 0.293807,0.125917, 0.320517,0.125917, 0.297623,0.068682, 0.188876,0.041972, 0.212486,0.041972, 0.156311,0.939241
435,0.106150, 0.318450,0.141533, 0.318450,0.094356, 0.283067,0.060657, 0.227464,0.030329, 0.181971,0.035383, 0.202190,1.063185
436,0.122964, 0.307410,0.098371, 0.295114,0.073778, 0.258224,0.050303, 0.255765,0.033536, 0.259901,0.024593, 0.220041,1.192909
437,0.138739, 0.312162,0.104054, 0.277477,0.092492, 0.262062,0.083243, 0.235856,0.055495, 0.186579,0.034685, 0.217156,0.982584
438,0.092479, 0.246611,0.154132, 0.368683,0.097150, 0.250970,0.077066, 0.235102,0.051377, 0.184958,0.030826, 0.210647,0.993941
439,0.166009, 0.338935,0.075459, 0.235808,0.166009, 0.338935,0.037729, 0.243480,0.055336, 0.179469,0.020751, 0.142080,0.957413
440,0.129561, 0.323904,0.097171, 0.305395,0.070670, 0.247345,0.064781, 0.235566,0.047113, 0.194342,0.048586, 0.235566,1.084236
441,0.147726, 0.287244,0.099489, 0.281885,0.078628, 0.243747,0.101561, 0.279294,0.049242, 0.196119,0.025390, 0.209675,0.995928
442,0.101991, 0.266064,0.073611, 0.294444,0.073611, 0.294444,0.092014, 0.318981,0.030671, 0.214141,0.018403, 0.221625,1.219398
443,0.145436, 0.339351,0.145436, 0.339351,0.085551, 0.227244,0.045449, 0.207766,0.042775, 0.207766,0.042775, 0.171101,0.985156
444,0.129033, 0.325450,0.129033, 0.325450,0.129033, 0.325450,0.064516, 0.216736,0.014337, 0.146420,0.025807, 0.168735,1.016482
445,0.120478, 0.321275,0.146833, 0.304542,0.062649, 0.203608,0.073416, 0.246534,0.036708, 0.211315,0.040159, 0.232485,1.039514
446,0.134343, 0.324662,0.128502, 0.295554,0.067171, 0.246295,0.069271, 0.230902,0.035185, 0.211110,0.032125, 0.224878,1.066805
447,0.161062, 0.289912,0.161062, 0.295281,0.161062, 0.295281,0.040266, 0.163938,0.080531, 0.174484,0.026844, 0.150277,0.738346
448,0.141167, 0.383505,0.039816, 0.228944,0.141167, 0.364682,0.035292, 0.204321,0.047056, 0.210281,0.023528, 0.180240,1.143947
449,0.097201, 0.340204,0.085051, 0.247421,0.064801, 0.297678,0.042525, 0.261695,0.042525, 0.261695,0.032400, 0.226803,1.270992
450,0.081548, 0.252290,0.146787, 0.312601,0.073393, 0.252290,0.073393, 0.256877,0.073393, 0.256877,0.020387, 0.200164,1.062196
451,0.121292, 0.261879,0.106692, 0.217934,0.106692, 0.299186,0.106692, 0.293121,0.071128, 0.230454,0.021338, 0.163594,0.932335
452,0.136338, 0.297700,0.095863, 0.281197,0.065970, 0.230895,0.085211, 0.276936,0.042606, 0.249243,0.016492, 0.221549,1.115040
453,0.158821, 0.317643,0.158821, 0.344113,0.079962, 0.191909,0.052940, 0.185292,0.052940, 0.185292,0.052940, 0.219325,0.887147
454,0.102679, 0.287501,0.102679, 0.308037,0.065341, 0.239585,0.043561, 0.223061,0.065341, 0.304926,0.034226, 0.223061,1.172344
455,0.133950, 0.390064,0.082922, 0.290226,0.066975, 0.285582,0.034827, 0.213060,0.034827, 0.213060,0.026790, 0.227716,1.239416
456,0.110275, 0.238928,0.076142, 0.209866,0.099936, 0.306471,0.137055, 0.342639,0.038071, 0.215735,0.045685, 0.179196,0.985671
457,0.156408, 0.239826,0.114699, 0.223664,0.078204, 0.172049,0.156408, 0.273714,0.156408, 0.281535,0.031282, 0.115802,0.613180
458,0.177502, 0.363072,0.119814, 0.239627,0.088751, 0.216330,0.088751, 0.266253,0.039938, 0.203605,0.029584, 0.166774,0.911322
459,0.138422, 0.299913,0.138422, 0.246083,0.069211, 0.171297,0.138422, 0.299913,0.069211, 0.230703,0.046141, 0.152264,0.800346
460,0.081828, 0.327311,0.098193, 0.294579,0.066950, 0.301274,0.040914, 0.259923,0.038760, 0.251943,0.019380, 0.218944,1.307950
461,0.106657, 0.348414,0.105226, 0.321039,0.086146, 0.304384,0.028715, 0.205315,0.035075, 0.213315,0.011486, 0.234228,1.253388
462,0.074977, 0.287413,0.074977, 0.306157,0.124962, 0.343646,0.062481, 0.236292,0.045441, 0.222589,0.018744, 0.202320,1.196834
463,0.070044, 0.248072,0.151147, 0.339032,0.075574, 0.287180,0.047863, 0.271226,0.031909, 0.245615,0.018893, 0.213445,1.209139
464,0.105036, 0.262590,0.093365, 0.233413,0.140048, 0.280095,0.070024, 0.267364,0.076390, 0.233413,0.038195, 0.200068,0.953886
465,0.168536, 0.337073,0.168536, 0.312996,0.076607, 0.229822,0.038304, 0.252804,0.056179, 0.180575,0.028089, 0.150479,0.927497
466,0.081299, 0.311645,0.081299, 0.257266,0.060974, 0.300806,0.060974, 0.287069,0.040649, 0.260156,0.024390, 0.233473,1.300830
467,0.108395, 0.284537,0.098233, 0.278326,0.081296, 0.247401,0.054197, 0.257438,0.081296, 0.247401,0.027099, 0.234380,1.098967
468,0.148413, 0.263845,0.090697, 0.256974,0.074206, 0.190463,0.148413, 0.321561,0.049471, 0.163254,0.045348, 0.247355,0.886904
469,0.139356, 0.268758,0.139356, 0.313109,0.139356, 0.313109,0.069678, 0.189947,0.047084, 0.157094,0.028250, 0.194901,0.873837
470,0.117745, 0.329687,0.064225, 0.295433,0.050462, 0.282588,0.041557, 0.257654,0.047098, 0.263749,0.018839, 0.230962,1.320147
471,0.144488, 0.313056,0.113526, 0.274354,0.128867, 0.300690,0.072244, 0.198670,0.056763, 0.170289,0.037842, 0.189210,0.892541
472,0.117996, 0.368739,0.134087, 0.294991,0.073748, 0.245826,0.029499, 0.176995,0.036874, 0.194073,0.058998, 0.268174,1.097595
473,0.084265, 0.280883,0.094798, 0.248845,0.075838, 0.278074,0.075838, 0.313814,0.047399, 0.235361,0.050559, 0.214326,1.142605
474,0.140766, 0.275276,0.140766, 0.304993,0.077421, 0.200722,0.070383, 0.200722,0.046922, 0.213576,0.070383, 0.258071,0.906718
475,0.149976, 0.307451,0.149976, 0.287454,0.149976, 0.307451,0.091652, 0.192469,0.037494, 0.158628,0.029995, 0.137478,0.781862
476,0.173042, 0.302823,0.119339, 0.208843,0.173042, 0.311475,0.086521, 0.184087,0.075236, 0.206898,0.029835, 0.128861,0.685973
477,0.121281, 0.306418,0.081089, 0.284757,0.081089, 0.329762,0.056353, 0.211323,0.027030, 0.240269,0.028176, 0.232455,1.209965
478,0.140080, 0.332689,0.102725, 0.247641,0.077044, 0.278214,0.070040, 0.288915,0.042802, 0.231132,0.017510, 0.171209,1.099598
479,0.099862, 0.346187,0.099862, 0.316228,0.049931, 0.216367,0.063911, 0.239668,0.042047, 0.266298,0.019972, 0.239668,1.248831
480,0.152751, 0.318230,0.101834, 0.271556,0.101834, 0.280043,0.076375, 0.238782,0.039419, 0.170340,0.025458, 0.223377,1.004658
481,0.204424, 0.286194,0.204424, 0.306636,0.153318, 0.229977,0.102212, 0.187389,0.051106, 0.108225,0.051106, 0.114989,0.466819
482,0.146687, 0.299792,0.146687, 0.264037,0.073344, 0.179186,0.073344, 0.179186,0.146687, 0.264037,0.036672, 0.190344,0.753160
483,0.115156, 0.276375,0.068651, 0.257029,0.099624, 0.332079,0.049812, 0.237990,0.049812, 0.257029,0.023031, 0.233413,1.187829
484,0.148883, 0.238213,0.148883, 0.260546,0.148883, 0.260546,0.148883, 0.260546,0.074442, 0.155973,0.037221, 0.116980,0.585608
485,0.175622, 0.365879,0.087811, 0.217437,0.087811, 0.263433,0.087811, 0.278068,0.043905, 0.187330,0.029270, 0.175622,0.975538
486,0.113988, 0.244261,0.142486, 0.308719,0.056994, 0.208979,0.094990, 0.269139,0.056994, 0.227977,0.047495, 0.227977,0.974104
487,0.125409, 0.305686,0.077840, 0.290009,0.050164, 0.259180,0.094057, 0.277692,0.051894, 0.228332,0.023514, 0.216223,1.154243
488,0.154039, 0.363704,0.110028, 0.247563,0.077020, 0.243220,0.077020, 0.278126,0.042789, 0.203875,0.021394, 0.181223,1.035421
489,0.136549, 0.295856,0.102412, 0.307236,0.102412, 0.307236,0.058521, 0.219454,0.029261, 0.175563,0.043121, 0.222380,1.055450
490,0.183274, 0.366549,0.128292, 0.249457,0.067522, 0.208041,0.087721, 0.263163,0.045015, 0.213820,0.030546, 0.156601,0.915260
491,0.148725, 0.280925,0.148725, 0.347025,0.074363, 0.206563,0.053116, 0.239022,0.049575, 0.171606,0.049575, 0.230780,0.951843
492,0.119331, 0.268494,0.119331, 0.238662,0.178996, 0.335618,0.089498, 0.223745,0.089498, 0.193509,0.022375, 0.120943,0.761943
493,0.156778, 0.313556,0.087099, 0.195973,0.156778, 0.348396,0.078389, 0.235167,0.039195, 0.165030,0.039195, 0.184445,0.885133
494,0.083455, 0.281273,0.077891, 0.274061,0.097364, 0.316432,0.077891, 0.285600,0.040995, 0.245971,0.024341, 0.194727,1.196128
495,0.130749, 0.298854,0.090096, 0.287180,0.069619, 0.278478,0.061265, 0.223362,0.045048, 0.270287,0.030633, 0.214428,1.145181
496,0.178006, 0.308786,0.101718, 0.299704,0.101718, 0.305154,0.054492, 0.224953,0.039122, 0.190721,0.022705, 0.172920,1.004478
497,0.132227, 0.261516,0.132227, 0.319549,0.132227, 0.304122,0.066114, 0.213326,0.044076, 0.222720,0.026445, 0.145450,0.933368
498,0.157397, 0.295119,0.157397, 0.295119,0.078698, 0.170158,0.157397, 0.295119,0.078698, 0.188876,0.019675, 0.106349,0.701478
499,0.083301, 0.305438,0.107102, 0.321305,0.064261, 0.224914,0.069204, 0.242215,0.046136, 0.232669,0.035701, 0.267754,1.188590
500,0.063702, 0.226495,0.127403, 0.329125,0.150568, 0.284406,0.077636, 0.248437,0.051758, 0.253612,0.021234, 0.165624,1.015399
501,0.137016, 0.360809,0.121792, 0.304480,0.058460, 0.213380,0.068508, 0.251704,0.040597, 0.223793,0.027403, 0.192057,1.092446
502,0.141784, 0.277897,0.108403, 0.256806,0.106338, 0.283568,0.054201, 0.263391,0.070892, 0.230754,0.021681, 0.184285,0.993402
503,0.128535, 0.317052,0.128535, 0.299914,0.077121, 0.226221,0.128535, 0.317052,0.042845, 0.163882,0.025707, 0.144602,0.937446
504,0.121877, 0.325006,0.047691, 0.254352,0.069644, 0.261810,0.048751, 0.260005,0.032501, 0.279601,0.031794, 0.266969,1.295484
505,0.096545, 0.251016,0.108613, 0.271532,0.144817, 0.333079,0.072409, 0.225915,0.069117, 0.197478,0.028963, 0.200516,0.959072
506,0.120459, 0.321223,0.120459, 0.291109,0.060229, 0.253967,0.060229, 0.253967,0.040153, 0.258798,0.030115, 0.189292,1.136713
507,0.123641, 0.282770,0.097882, 0.261019,0.061820, 0.261019,0.078306, 0.261019,0.078306, 0.234917,0.032627, 0.226674,1.054837
508,0.151481, 0.315586,0.151481, 0.335784,0.112208, 0.288937,0.037870, 0.168313,0.050494, 0.177599,0.030296, 0.179951,0.932337
509,0.150232, 0.267078,0.066102, 0.247882,0.150232, 0.338021,0.075116, 0.206568,0.033051, 0.262905,0.037558, 0.165255,0.975421
510,0.151420, 0.391167,0.092534, 0.277603,0.052050, 0.225552,0.075710, 0.277603,0.037855, 0.208202,0.025237, 0.185068,1.130389
511,0.077686, 0.258954,0.129477, 0.356062,0.064739, 0.271902,0.064739, 0.247183,0.064739, 0.247183,0.032369, 0.184967,1.132504
512,0.147239, 0.269939,0.147239, 0.331288,0.073620, 0.204499,0.073620, 0.257669,0.073620, 0.220859,0.036810, 0.163599,0.895706
513,0.134081, 0.335204,0.134081, 0.341908,0.086759, 0.290641,0.043379, 0.228609,0.021690, 0.163015,0.026816, 0.193817,1.106386
514,0.153000, 0.331501,0.129462, 0.312866,0.100980, 0.227907,0.076500, 0.224400,0.050490, 0.174104,0.033660, 0.185130,0.911815
515,0.102332, 0.328315,0.086342, 0.284930,0.060064, 0.305327,0.037540, 0.242526,0.040043, 0.269820,0.015016, 0.227744,1.317324
516,0.124342, 0.248685,0.116053, 0.290132,0.096711, 0.232106,0.096711, 0.290132,0.064474, 0.234338,0.032237, 0.174079,0.938945
517,0.085066, 0.275453,0.083430, 0.271149,0.120511, 0.301276,0.065733, 0.262932,0.042533, 0.255199,0.030128, 0.206590,1.145198
518,0.116791, 0.311444,0.070075, 0.291979,0.116791, 0.340642,0.058396, 0.244200,0.029198, 0.189091,0.023358, 0.208035,1.170781
519,0.131409, 0.383277,0.056318, 0.272205,0.063076, 0.262819,0.065705, 0.281933,0.031538, 0.241465,0.021025, 0.189229,1.261855
520,0.088691, 0.259584,0.099507, 0.361543,0.053581, 0.285765,0.049754, 0.282193,0.035721, 0.235321,0.019901, 0.228439,1.305690
521,0.115647, 0.284835,0.091554, 0.289921,0.073243, 0.280766,0.073243, 0.280766,0.030518, 0.231294,0.036622, 0.211591,1.158346
522,0.096339, 0.313102,0.096339, 0.298651,0.077071, 0.277457,0.038536, 0.192678,0.077071, 0.315992,0.024085, 0.192678,1.181118
523,0.086789, 0.231437,0.142018, 0.307707,0.142018, 0.331376,0.071009, 0.208294,0.071009, 0.208294,0.023670, 0.176378,0.926972
524,0.126893, 0.338380,0.095169, 0.269647,0.095169, 0.269647,0.063446, 0.230714,0.047585, 0.230714,0.042298, 0.190339,1.058880
525,0.132223, 0.319538,0.099167, 0.260314,0.074375, 0.249754,0.088148, 0.249754,0.044074, 0.235522,0.033056, 0.214075,1.057913
526,0.140654, 0.320238,0.095569, 0.355199,0.076252, 0.296546,0.017582, 0.219809,0.025417, 0.199780,0.019114, 0.233840,1.250824
527,0.132905, 0.299037,0.085998, 0.317817,0.085998, 0.270145,0.047673, 0.237993,0.031782, 0.203994,0.042999, 0.243660,1.145293
528,0.143488, 0.279005,0.143488, 0.322849,0.071744, 0.223603,0.098648, 0.254841,0.047829, 0.176887,0.024662, 0.212955,0.940279
529,0.129787, 0.292022,0.129787, 0.313653,0.129787, 0.313653,0.064894, 0.202252,0.032447, 0.147689,0.043262, 0.200765,0.940069
530,0.141425, 0.400030,0.091510, 0.301983,0.083340, 0.238152,0.045755, 0.199445,0.045755, 0.237926,0.014142, 0.200536,1.156146
531,0.085503, 0.256510,0.128255, 0.320637,0.064127, 0.205208,0.064127, 0.230859,0.069957, 0.230859,0.064127, 0.279829,1.047804
532,0.122308, 0.282837,0.165116, 0.364631,0.103197, 0.283793,0.055039, 0.183462,0.034399, 0.213512,0.020639, 0.171066,0.998603
533,0.120598, 0.351745,0.120598, 0.293959,0.080399, 0.267996,0.040199, 0.252160,0.040199, 0.206740,0.030150, 0.195255,1.135711
534,0.134710, 0.269421,0.106646, 0.277279,0.106646, 0.277279,0.085317, 0.221823,0.085317, 0.221823,0.034127, 0.179614,0.894477
535,0.147783, 0.295567,0.147783, 0.295567,0.147783, 0.295567,0.090312, 0.180624,0.049261, 0.172722,0.024631, 0.152401,0.784893
536,0.116986, 0.304163,0.070191, 0.280766,0.116986, 0.350957,0.058493, 0.255242,0.029246, 0.187177,0.029246, 0.200547,1.157703
537,0.131232, 0.268297,0.146091, 0.328705,0.073046, 0.219137,0.080735, 0.210543,0.053823, 0.223121,0.036523, 0.228748,0.957101
538,0.129733, 0.270277,0.067569, 0.236492,0.101354, 0.318541,0.076015, 0.259466,0.050677, 0.202708,0.050677, 0.236492,1.047950
539,0.132255, 0.330638,0.083530, 0.250589,0.079353, 0.264510,0.062647, 0.277736,0.039677, 0.186713,0.041765, 0.250589,1.121548
540,0.176123, 0.366922,0.113222, 0.245314,0.088061, 0.234830,0.088061, 0.249507,0.044031, 0.190213,0.029354, 0.174362,0.922296
541,0.128737, 0.262156,0.128737, 0.296096,0.128737, 0.323013,0.064369, 0.193106,0.070220, 0.200830,0.025747, 0.178252,0.906904
542,0.106064, 0.265161,0.106064, 0.333906,0.106064, 0.333906,0.058925, 0.235699,0.039283, 0.198871,0.039283, 0.176774,1.088632
543,0.169662, 0.325185,0.112531, 0.207749,0.169662, 0.296908,0.084831, 0.180658,0.056554, 0.190138,0.042415, 0.163709,0.728692
544,0.126734, 0.235865,0.146536, 0.312610,0.073268, 0.179661,0.073268, 0.183254,0.146536, 0.312610,0.029307, 0.180352,0.808703
545,0.104316, 0.273830,0.091277, 0.296649,0.073021, 0.292085,0.073021, 0.312948,0.036511, 0.219064,0.022819, 0.204460,1.198070
546,0.130145, 0.292827,0.130145, 0.325364,0.130145, 0.325364,0.065073, 0.214740,0.032536, 0.150695,0.032536, 0.170429,0.958836
547,0.098074, 0.294222,0.147111, 0.387393,0.090530, 0.295731,0.021794, 0.181060,0.043589, 0.204866,0.029422, 0.206207,1.138959
548,0.135433, 0.311495,0.108346, 0.241844,0.079278, 0.251046,0.090288, 0.264846,0.054173, 0.227527,0.027087, 0.208639,1.010792
549,0.141528, 0.297624,0.090908, 0.255679,0.086489, 0.296946,0.033844, 0.230136,0.045454, 0.275979,0.034596, 0.210817,1.134363
550,0.121925, 0.280428,0.091444, 0.279412,0.095420, 0.324427,0.044336, 0.224037,0.066505, 0.261585,0.024385, 0.186096,1.111970
551,0.178872, 0.335386,0.130714, 0.261429,0.101957, 0.226572,0.050979, 0.194710,0.067972, 0.196516,0.033986, 0.220907,0.871040
552,0.069447, 0.243065,0.127320, 0.277788,0.095490, 0.243568,0.063660, 0.222809,0.063660, 0.243065,0.063660, 0.286469,1.033528
553,0.134577, 0.325228,0.134577, 0.370088,0.085405, 0.284683,0.044859, 0.216948,0.028468, 0.177642,0.022430, 0.175095,1.099367
554,0.139855, 0.355464,0.085467, 0.310639,0.088754, 0.251470,0.069927, 0.242156,0.042733, 0.228357,0.014244, 0.170934,1.118038
555,0.077900, 0.266591,0.088945, 0.313925,0.052321, 0.284035,0.063736, 0.297436,0.042491, 0.280440,0.015580, 0.216600,1.318053
556,0.149650, 0.320679,0.066079, 0.219058,0.098226, 0.290749,0.049113, 0.241109,0.032742, 0.241190,0.039290, 0.252114,1.129797
557,0.098369, 0.295106,0.122961, 0.303304,0.073777, 0.290188,0.067070, 0.263807,0.040987, 0.225941,0.024592, 0.193900,1.144490
558,0.111070, 0.329509,0.060584, 0.219179,0.055535, 0.229916,0.111070, 0.359464,0.037023, 0.225205,0.022214, 0.239229,1.205005
559,0.135047, 0.315110,0.090950, 0.263060,0.074276, 0.267393,0.067524, 0.272345,0.067524, 0.234555,0.015158, 0.197058,1.099043
